count,token,is_policy,
21, rich,0,
21, joe,0,
21, fan,0,
21, donor,0,
21, deni,0,
21, special,0,
21, @danmalloyct,0,
20, @burkewigov,0,
20, common,0,
20, posit,0,
20, bring,0,
20, critic,0,
20, fed,0,
20, @maryfallin,0,
20, well,0,
20, clean,0,
20, croni,0,
20, @politifactwisc,0,
20, hard,0,
20, excit,0,
20, grassroot,0,
20, victim,0,
20, gas,0,
20, health,1,
20, game,0,
20, shame,0,
19, cost,0,
19, obama,0,
19, offici,0,
19, obamacar,1,
19, understand,0,
19, high,0,
19, find,0,
19, everi,0,
19, click,0,
19, tuesday,0,
19, way,0,
19, failur,0,
19, might,0,
19, corpor,0,
19, marriag,0,
19, histori,0,
19, tx,0,
19, week,0,
19, duck,0,
19, connecticut,0,
19, unlik,0,
19, cover,0,
19, team,0,
19, share,0,
19, term,0,
18, suffer,0,
18, expand,0,
18, what,0,
18, gop,0,
18, test,0,
18, politician,0,
18, tef,0,
18, #wicomeback,0,
18, jim,0,
18,42nd,0,
18, paid,0,
18, leav,0,
18, @bobbeauprez,0,
18, @howiehawkin,0,
18, second,0,
18, told,0,
18, climat,1,
18, fire,0,
18, sector,0,
18, evil,0,
18, min,0,
17, pete,0,
17, commiss,0,
17, someon,0,
17, next,0,
17, left,0,
17, #nysgovdeb,0,
17, we'v,0,
17, middle-class,1,
17, wonder,0,
17, green,0,
17, #hawkin,0,
17, report,0,
17,@carter4governor,0,
17, ‘,0,
17, contract,0,
17, q,0,
17, yet,0,
17, foley,0,
17, problem,0,
17, actual,0,
17, move,0,
17, final,0,
17, home,0,
17, wast,0,
17, #doylethirdterm,0,
17, past,0,
17, wors,0,
17, negat,0,
17, creation,0,
17, fresh,0,
17,15,0,
17, reason,0,
17, poor,0,
16, silver,0,
16, afford,0,
16, month,0,
16, medicaid,1,
16, admin,0,
16, media,0,
16, #tcot,0,
16, seem,0,
16, side,0,
16, expens,0,
16, #gagov,0,
16, account,0,
16, betray,0,
16, matter,0,
16,25,0,
16, took,0,
16, point,0,
16, low,0,
16, invest,0,
16, v,0,
16, #tbt,0,
15, libertarian,0,
15, assault,0,
15, #womensequ,0,
15, follow,0,
15, mr,0,
15, alway,0,
15, king,0,
15, #notmytexa,0,
15, agenda,0,
15, martinez,0,
15, @dmregist,0,
15, blame,0,
15, anyth,0,
15, town,0,
15, ignor,0,
15, ethic,0,
15, life,0,
15, #teamburk,0,
15, wisconsin-grassroot,0,
15, core,0,
15, visit,0,
15, retweet,0,
15, role,0,
15, free,0,
15, primari,0,
15, bulli,0,
15, safeti,1,
15, build,0,
15, fix,0,
15, #hrcwolf,0,
15, invit,0,
15, class,0,
15, fair,0,
15, decis,0,
15, system,0,
15, beat,0,
15, ever,0,
15, true,0,
15, earn,0,
15, ralli,0,
15, @vincentsheheen,0,
14, hunt,0,
14, return,0,
14, albani,0,
14, sexual,0,
14, water,0,
14, case,0,
14, donat,0,
14, hand,0,
14, investig,0,
14, bridg,0,
14, hey,0,
14,#wyllie4gov,0,
14, seen,0,
14, farid,0,
14, small,0,
14, #rgvdebat,0,
14, hold,0,
14, ago,0,
14, letter,0,
14,100,0,
14, destroy,0,
14, @hickforco,0,
14, @hillaryclinton,0,
14, may,0,
14, provid,0,
14, terri,0,
14, robert,0,
14, smart,0,
14, data,0,
14, per,0,
14, buy,0,
14, #flotus,0,
14, higher,0,
14, play,0,
14, #ctpolit,0,
14, went,0,
14, vanderbeek,0,
14, goodman,0,
14, volunt,0,
14, i'v,0,
14, rob,0,
13, #votewep,0,
13, @wisco,0,
13, half,0,
13, someth,0,
13, whether,0,
13, direct,0,
13, @onetoughnerd,0,
13, send,0,
13, #shadyrick,0,
13, yrs,0,
13, adrian,0,
13, allow,0,
13, mnsure,0,
13,2010,0,
13, morn,0,
13, receiv,0,
13, power,0,
13, #gagop,0,
13, walker-mari,0,
13, incom,0,
13, kill,0,
13, disgust,0,
13, ok,0,
13, ran,0,
13, gain,0,
13, @meadforgovernor,0,
13, choos,0,
13, spent,0,
13, @barackobama,0,
13, around,0,
13, worst,0,
13, behind,0,
13, set,0,
13, guy,0,
13, offer,0,
13, wfp,0,
13, livestream,0,
13, nevada,0,
13, #frack,0,
13, #iowasfreshstart,0,
13, incest,0,
12, scienc,0,
12, moreland,0,
12, -->,0,
12, communiti,0,
12, countri,0,
12, rep,0,
12, fool,0,
12, exclud,0,
12, cronyism,0,
12, de,0,
12, commit,0,
12, @billclinton,0,
12, expos,0,
12, grade,0,
12, stage,0,
12, manufactur,1,
12, close,0,
12, repeat,0,
12, progress,0,
12, hatch,0,
12, veto,0,
12, bottom,0,
12, thousand,0,
12, employe,0,
12, chanc,0,
12, @brainyandbrawni,0,
12, colorado,0,
12,12,0,
12, #wigovdeb,0,
12, charg,0,
12,7,0,
12, middl,0,
12, owe,0,
12, happen,0,
12, propos,0,
12, @ctdem,0,
12, idea,0,
12, abort,0,
12, surpris,0,
12, editori,0,
12, bentley,0,
12,8,0,
12, effect,0,
12, @mlive,0,
12, far,0,
12, la,0,
12, honest,0,
12, glass,0,
12, wait,0,
12, major,0,
12, @nikkihaley,0,
12, ridicul,0,
11, speak,0,
11, round,0,
11, mayb,0,
11, prioriti,0,
11, nov,0,
11, face,0,
11, #libertarian,0,
11, he'll,0,
11, price,0,
11, long,0,
11, hall,0,
11, mn,0,
11, yes,0,
11, touch,0,
11, #gadem,0,
11, earli,0,
11, folk,0,
11, lower,0,
11, discuss,0,
11, highest,0,
11, #moreland,0,
11, favor,0,
11, focus,0,
11, head,0,
11, util,0,
11, four,0,
11, cours,0,
11, pass,0,
11, disast,0,
11, vision,0,
11, dem,0,
11, georgian,0,
11, qcew,0,
11, gov't,0,
11, b,0,
11, entir,0,
11,30,0,
11, televis,0,
11, aid,0,
11, contribut,0,
11, mention,0,
11, @fitsnew,0,
11, excus,0,
10, sheldon,0,
10, colleg,0,
10, catfight,0,
10, stay,0,
10, forc,0,
10, apolog,0,
10, #georgiasreadi,0,
10, tune,0,
10, man,0,
10, @janetbarresi,0,
10, counti,0,
10, broke,0,
10, pledg,0,
10, strong,0,
10, without,0,
10, susana,0,
10, mike,0,
10,#fox9deb,0,
10, pension,1,
10, #cuomo,0,
10,9,0,
10, valu,0,
10, happi,0,
10, #huntforgovernor,0,
10, re-elect,0,
10, boss,0,
10, rid,0,
10, save,0,
10, novemb,0,
10, line,0,
10, member,0,
10,#wbagov14,0,
10, includ,0,
10, #gotv,0,
10, ed,0,
10, hh,0,
10,http://t.co/jhzmvcqwl4,0,
10, nan,0,
10, here,0,
10, listen,0,
10, name,0,
10, career,0,
10, #paytoplay,0,
10, @nicholsupris,0,
10, gave,0,
10, heard,0,
10,20,0,
10, mislead,0,
10, neither,0,
10, #freshstartbus,0,
10, recent,0,
10, highlight,0,
10, prop,0,
10, epa,1,
10, environ,1,
10, #nhgov,0,
10, worri,0,
10, independ,0,
10, @zephyrteachout,0,
10, @scottforflorida,0,
10,2nd,0,
10, chicken,0,
10, interview,0,
10, upstat,0,
9, outsourc,0,
9, rickett,0,
9, compar,0,
9, forum,0,
9, gari,0,
9, exampl,0,
9, washington,0,
9, @freep,0,
9, soon,0,
9, presid,0,
9, ebola,1,
9, decid,0,
9, chemic,0,
9, across,0,
9, risk,0,
9, dream,0,
9, page,0,
9, least,0,
9, prison,1,
9, @neelkashkari,0,
9, old,0,
9, k,0,
9, mexico,1,
9, lobbi,0,
9, liber,0,
9, retir,0,
9, proud,0,
9, expect,0,
9, #nygov,0,
9, @js_newswatch,0,
9, shut,0,
9, repres,0,
9, hypocrisi,0,
9, pick,0,
9, dump,0,
9, #mapoli,0,
9, @mulawpol,0,
9, contributor,0,
9, push,0,
9, success,0,
9, flood,0,
9, philli,0,
9, appoint,0,
9, #newdirect,0,
9, plagiar,0,
9, sound,0,
9, troubl,0,
9, result,0,
9, transport,0,
9, nanci,0,
9, control,0,
9, regul,0,
9, radic,0,
9, credit,0,
9, startupni,0,
9, goe,0,
9, becom,0,
9, he'd,0,
9,50th,0,
9, healthcar,1,
9, kathi,0,
9, senior,0,
8, harder,0,
8, crowd,0,
8, cnn,0,
8, remov,0,
8, standard,0,
8, struggl,0,
8, wish,0,
8, block,0,
8, dc,0,
8, district,0,
8, shumlin,0,
8, c,0,
8, 😄,0,
8,http://t.co/olphq9tipo,0,
8, place,0,
8, comment,0,
8, promot,0,
8, democraci,0,
8, pull,0,
8, everybodi,0,
8, #wolfpack,0,
8, rather,0,
8, serv,0,
8, togeth,0,
8, declin,0,
8, @gannettalbani,0,
8, reform,0,
8, develop,0,
8, hour,0,
8, #teamwendi,0,
8, md,0,
8, defens,0,
8, #cristhitsthefan,0,
8, danger,0,
8,@lechatnoire4,0,
8, spoke,0,
8, usa,0,
8, nys,0,
8, hit,0,
8, skip,0,
8, twice,0,
8,4th,0,
8, gubernatori,0,
8, #commoncor,0,
8, appeal,0,
8, legal,0,
8, mandat,0,
8, philadelphia,0,
8, p,0,
8, scientist,0,
8, taken,0,
8, yorker,0,
8, kept,0,
8, realiz,0,
8, barresi,0,
8, singl,0,
8, westchest,0,
8, fiscal,0,
8, revers,0,
8, bought,0,
8, sold,0,
8, http://t.co/ptosdmalqp,0,
8, @governorcorbett,0,
8, opportun,0,
8, foot,0,
8, everyth,0,
8, march,0,
8, medic,1,
8, land,0,
8, tout,0,
8, wow,0,
8, effort,0,
8, senat,0,
8, resign,0,
8, madison,0,
8, sc,0,
8, commerci,1,
8, hr,0,
8, #corrupt,0,
8, cancel,0,
8, they'r,0,
8, citizen,0,
8, crime,0,
8, energi,0,
8,http://t.co/lmbjav4foy,0,
8, local,0,
8, spread,0,
8, view,0,
8,45,0,
8, ahead,0,
8, @kelticsc,0,
8, attend,0,
8, articl,0,
8, air,0,
7, fundrais,0,
7, survivor,0,
7, bright,0,
7, sell,0,
7, tragedi,0,
7, @sjdema,0,
7, fit,0,
7,14,0,
7, border,1,
7, welfar,0,
7,1st,0,
7, iowa,0,
7, staff,0,
7, flip-flop,0,
7, restor,0,
7,2013,0,
7, veteran,1,
7, ross,0,
7, info,0,
7, legisl,0,
7, jone,0,
7, sue,0,
7, abus,0,
7, @andrewhuntga,0,
7, enjoy,0,
7, blatant,0,
7, short,0,
7, impact,0,
7, met,0,
7, document,0,
7, train,0,
7, there,0,
7, sorri,0,
7, grow,0,
7, sad,0,
7, outsid,0,
7, beauprez,0,
7, midwest,0,
7, tie,0,
7, bank,0,
7, secretari,0,
7, ag,0,
7, chamber,0,
7, thought,0,
7, threaten,0,
7, liar,0,
7, closer,0,
7, patient,0,
7, squeez,0,
7, pack,0,
7, net,0,
7, premium,0,
7, http://t.co/shgdckjdvc,0,
7, @marthacoakley,0,
7, hate,0,
7, abl,0,
7, basic,0,
7, fear,0,
7, @billyakerman,0,
7, #pagovdeb,0,
7, #wylli,0,
7, messag,0,
7, r,0,
7, #scgovdeb,0,
7, #fangat,0,
7, victori,0,
7, ticket,0,
7, south,0,
7, fla,0,
7, fine,0,
7, disagre,0,
7, histor,0,
7, parent,0,
7, simpl,0,
7, octob,0,
7, @thejansimpson,0,
7,5th,0,
7, oper,0,
7, action,0,
7, biz,0,
7, chris,0,
7, defeat,0,
7, studi,0,
7, utc,0,
7, mayor,0,
7, achiev,0,
7, reject,0,
7, came,0,
7, review,0,
7, contrast,0,
7, mi-gov,0,
7, marijuana,1,
7, hca,1,
7, machin,0,
7, hassebrook,0,
7, fall,0,
7, heat,0,
7, afraid,0,
7,http://t.co/z7nvfizzjz,0,
7, millionair,0,
7, anyon,0,
7, consid,0,
7, street,0,
7,40,0,
7, cc,0,
7, fought,0,
7, other,0,
7, brought,0,
7, math,0,
7, #cronycapit,0,
7, fee,0,
7,#club20,0,
7, raid,0,
7, road,0,
7, detail,0,
7, oklahoma,0,
7, @wisconsinstrong,0,
7, shock,0,
7, loan,1,
7, process,0,
7, aramark,0,
7, classroom,1,
7, admit,0,
7,7pm,0,
6, ppl,0,
6, sens,0,
6, luxuri,0,
6,http://t.co/6f5rjw8om6,0,
6, shadi,0,
6, opt,0,
6, violat,0,
6, disrespect,0,
6, chair,0,
6, broken,0,
6, fli,0,
6, #shame,0,
6, host,0,
6, @ssnalert,0,
6, mns,0,
6, los,0,
6, #clintonwolf,0,
6, order,0,
6, alert,0,
6, manag,0,
6, #philli,0,
6, #potus,0,
6, @detroitnew,0,
6, secur,0,
6, pr,0,
6, pic,0,
6, engin,0,
6, co,0,
6, profit,0,
6, #letskeepwork,0,
6, attorney,0,
6, segreg,0,
6, extrem,0,
6, @texasgop,0,
6, crist-scott,0,
6, benefit,0,
6, daili,0,
6, kitzhab,0,
6, fewer,0,
6, graduat,0,
6, @dougducey,0,
6, deficit,0,
6, labor,0,
6, els,0,
6, reward,0,
6, given,0,
6, solut,0,
6, wrote,0,
6, capit,0,
6, activ,0,
6, welcom,0,
6, pitch,0,
6, gay,0,
6, discrimin,0,
6,http://t.co/txqnc7ssmd,0,
6, austin,0,
6, despit,0,
6, launch,0,
6, avg,0,
6, minut,0,
6, card,0,
6, wyom,0,
6, @nytim,0,
6, era,0,
6, lake,0,
6, jason,0,
6, skill,0,
6, @wistatejourn,0,
6, rothstein,0,
6, massiv,0,
6, gone,0,
6, appear,0,
6, cite,0,
6, depart,0,
6, hush,0,
6, winner,0,
6, @nancywymanct,0,
6, prepar,0,
6, handl,0,
6, list,0,
6, evid,0,
6, child,0,
6, nyc,0,
6, matt,0,
6, west,0,
6, bus,0,
6,@joevisconti2014,0,
6, #wiunion,0,
6, photo,0,
6, we'll,0,
6, #abni,0,
6,2012,0,
6, teach,0,
6, complet,0,
6, ground,0,
6, gap,0,
6, clinton,0,
6,50,0,
6,http://t.co/kpubjdu5fa,0,
6, web,0,
6, pretti,0,
6, #beatbrown,0,
6, specif,0,
6, also,0,
6, desper,0,
6, transpar,0,
6, where,0,
6, illeg,0,
6, immigr,1,
6, blue,0,
6, key,0,
6, write,0,
6, project,0,
6, site,0,
6, industri,1,
6, minnesota,0,
6, five,0,
6, headlin,0,
6, conserv,0,
6, tea,0,
6, kind,0,
6, concern,0,
6, facebook,0,
6, #txlege,0,
6, moral,0,
6,21,0,
6, improv,0,
6, confirm,0,
6, hardwork,0,
6, outrag,0,
6, toward,0,
6, fault,0,
6, iowan,0,
6,http://t.co/mva9s0tdd,0,
6, pattern,0,
6,2011,0,
6, #whataboutbob,0,
6, incred,0,
6, doctor,1,
6, experi,0,
6, copart,0,
6,http://t.co/gkxf57eyjx,0,
6, suppos,0,
6, jail,0,
6, #vergara,0,
6, reckless,0,
6, baker,0,
5, seek,0,
5, sex,0,
5, step,0,
5, walk,0,
5, quarantin,0,
5, sen,0,
5,99,0,
5, secret,0,
5, disabl,0,
5, #tlot,0,
5, financi,1,
5, @nypost,0,
5,http://t.co/o8myv9ndpm,0,
5, incompet,0,
5, abandonó,0,
5, regular,0,
5, #invisiblecandid,0,
5, current,0,
5, unit,0,
5, chase,0,
5, speaker,0,
5, tweet,0,
5, zt,0,
5, resid,0,
5, protest,0,
5, caus,0,
5, chose,0,
5,48,0,
5,39,0,
5, groundbreak,0,
5, nyer,0,
5, fulli,0,
5, wealthi,1,
5, #wi,0,
5, univers,1,
5, access,0,
5, exist,0,
5, crazi,0,
5, pm,0,
5, mill,0,
5, ten,0,
5, raider,0,
5, count,0,
5, @trustintom,0,
5, six,0,
5, howi,0,
5, disturb,0,
5, #takeastand,0,
5, rest,0,
5, mail,0,
5, ballot,0,
5, weekend,0,
5, requir,0,
5, stanc,0,
5, uw,0,
5, phone,0,
5, @cmarinucci,0,
5, teachout,0,
5, liberti,0,
5, room,0,
5, match,0,
5, realiti,0,
5, field,0,
5, #howiehawkin,0,
5, year-old,0,
5,#vote2014,0,
5, almost,0,
5, lawsuit,0,
5, voucher,0,
5, @journalsentinel,0,
5, expans,0,
5, will,0,
5, sandi,0,
5, @chrismurphyct,0,
5, @reason,0,
5, serious,0,
5, press,0,
5, revenu,0,
5, #tptalmanac,0,
5, led,0,
5, sleep,0,
5, #mnsure,0,
5, stupid,0,
5, collect,0,
5, pennsylvania,0,
5, august,0,
5, general,0,
5,1/2,0,
5, track,0,
5, accord,0,
5, stood,0,
5, detroit,0,
5, leak,0,
5, thx,0,
5,2,0,
5,http://t.co/cfmf06cfi7,0,
5, flip,0,
5, coverag,0,
5, @ericrutti,0,
5, plead,0,
5, carri,0,
5, #banfrack,0,
5, american,0,
5, drop,0,
5,1.3,0,
5, averag,0,
5, christi,0,
5, pursu,0,
5, avoid,0,
5, deceiv,0,
5, dept,0,
5, #tef,0,
5, el,0,
5, trail,0,
5, tim,0,
5, regard,0,
5, boost,0,
5, comeback,0,
5, embrac,0,
5, world,0,
5, largest,0,
5, @marcacaputo,0,
5, stubborn,0,
5, prove,0,
5, billionair,0,
5, dodg,0,
5, @chrismegerian,0,
5, alon,0,
5, enforc,0,
5, statist,0,
5, natur,0,
5, nyt,0,
5, alli,0,
5, correct,0,
5, dark,0,
5, son,0,
5, somebodi,0,
5,100,0,
5, cancer,0,
5, easi,0,
5, urban,0,
5,@bluecheddar1,0,
5, remind,0,
5, sponsor,0,
5, surgeon,1,
5, terribl,0,
5, ribbon,0,
5, email,0,
5, #cadeb,0,
5, lawmak,0,
5, czar,0,
5,http://t.co/0vjchohfmq,0,
5,http://t.co/tub0kme6bq,0,
5, she'll,0,
5, vacat,0,
5, forward,0,
5, bribe,0,
5, con,0,
5, sugar,0,
5, payer,0,
5,http://t.co/tynfci981n,0,
5, cannot,0,
5, appli,0,
5, anybodi,0,
5, note,0,
5, reduc,0,
5, declar,0,
5, #fail,0,
5, particip,0,
5, post,0,
5, lock,0,
5, @governord,0,
5, tax-fre,1,
5,http://t.co/omtpd3sceo,0,
5, attempt,0,
5, puppet,0,
5, begin,0,
5, #wearegreen,0,
5, cap,0,
5, citi,0,
5, worth,0,
5,http://t.co/av2snbxtdx,0,
5, famous,0,
4, hook,0,
4, unaccept,0,
4, comedi,0,
4, hijack,0,
4, definit,0,
4, #restorethecut,0,
4, proof,0,
4, sunshin,0,
4, princ,0,
4, becam,0,
4, #vtpoli,0,
4, toll,0,
4, @fladem,0,
4, #iagov,0,
4, nos,0,
4, payday,0,
4, lender,0,
4, light,0,
4, sacramento,0,
4, embarrass,0,
4, assist,0,
4, silenc,0,
4, israel,1,
4, honor,0,
4, found,0,
4, third,0,
4, #mngop,0,
4, voic,0,
4, lawyer,0,
4, employ,0,
4, besid,0,
4, david,0,
4, bet,0,
4, gotten,0,
4, felt,0,
4, pressur,0,
4, scare,0,
4, tradit,0,
4, along,0,
4, built,0,
4, electr,0,
4, lowest,0,
4, hang,0,
4, borrow,0,
4, legislatur,0,
4, everyday,0,
4, denounc,0,
4, ia,0,
4, advoc,0,
4, program,0,
4, cat,0,
4, hissi,0,
4, vergara,0,
4, bs,0,
4, suprem,1,
4,https://t.co/54ibcalsbb,0,
4, @michigandem,0,
4, #florida,0,
4, sobr,0,
4, appointe,0,
4, woosley,0,
4, stillwat,0,
4, out-of-touch,0,
4, held,0,
4, relief,0,
4, limit,0,
4, reveal,0,
4, hurrican,1,
4, bob,0,
4, argument,0,
4, servic,0,
4, path,0,
4, world-class,0,
4,http://t.co/ggfy2ffjlz,0,
4, hrs,0,
4, aca,1,
4, tea-parti,0,
4,http://t.co/4cosau9vwn,0,
4, stadium,0,
4, radio,0,
4, book,0,
4,2.2,0,
4, approv,0,
4, white,0,
4, men,0,
4, thursday,0,
4, coakley,0,
4, recess,0,
4, prohibit,0,
4, @supportrobburk,0,
4, demand,0,
4, demonstr,0,
4, sudden,0,
4,2/3,0,
4, similar,0,
4, @nextflgov,0,
4,35,0,
4, poverti,1,
4, debt,1,
4, grab,0,
4, sat,0,
4, @nydailynew,0,
4,75,0,
4, exclus,0,
4, newspap,0,
4, multimillionair,0,
4, juli,0,
4, #schauerwon,0,
4, simpli,0,
4, altern,0,
4,75,0,
4, lynn,0,
4, en,0,
4,2004,0,
4, bff,0,
4, skubick,0,
4, ccdl,0,
4, yr,0,
4, recommend,0,
4, @dearbubbi,0,
4, establish,0,
4,47th,0,
4, corp,0,
4, crisi,0,
4, base,0,
4, fake,0,
4, celebr,0,
4, prevent,0,
4, judg,0,
4, fyi,0,
4, saw,0,
4, alreadi,0,
4, @sheriffmoss,0,
4, wyman,0,
4, perfect,0,
4, http://t.co/ybjrziurlz,0,
4,1/3,0,
4, layoff,0,
4,http://t.co/o4nmyo5v3o,0,
4, among,0,
4, regist,0,
4, politifact,0,
4, lack,0,
4, websit,0,
4, @wprnew,0,
4, red,0,
4, advis,0,
4, express,0,
4,http://t.co/11pkvghylb,0,
4, mind,0,
4, @charlieforgov,0,
4, disastr,0,
4, bibb,0,
4, beg,0,
4, prosper,0,
4, violenc,0,
4, skyrocket,0,
4, rise,0,
4,96,0,
4, cool,0,
4, kashkari,0,
4, sever,0,
4, box,0,
4, sunday,0,
4, slash,0,
4, #hatchtag,0,
4, jet,0,
4, conven,0,
4, three,0,
4, mistak,0,
4, remain,0,
4, lay,0,
4, dear,0,
4, longer,0,
4, @miamiherald,0,
4,47,0,
4, percent,0,
4, row,0,
4,100k,0,
4, @gbpressgazett,0,
4, #bentleysbadmonth,0,
4, #americasworstgovernor,0,
4, glad,0,
4, staffer,0,
4,60,0,
4, knowledg,0,
4, infrastructur,1,
4, balanc,0,
4, research,0,
4, languag,0,
4, recov,0,
4, status,0,
4, quo,0,
4, financ,1,
4, momentum,0,
4, human,0,
4, #bawk,0,
4, bls,0,
4, chief,0,
4, add,0,
4, #magov,0,
4, schedul,0,
4,6pm,0,
4, oct,0,
4, announc,0,
4, @melissainjax,0,
